ID;firstName;lastName;email;phone;houseNumber;postalCode;city;country;birthday
989;Jan;Nitschke;jan.nitschke@example.com;0944-3977275;1241;69218;Stühlingen;Germany;1950-09-09
990;Robby;Schreier;robby.schreier@example.com;0540-1436433;5485;75503;Passau;Germany;1996-01-01
991;Ernestine;Weidinger;ernestine.weidinger@example.com;0162-1145316;893;10894;Ludwigsfelde;Germany;1992-12-30
992;Siegfried;Polster;siegfried.polster@example.com;0991-4095344;2635;58995;Schlüsselfeld;Germany;1976-03-14
993;Sieglinde;Thon;sieglinde.thon@example.com;0522-8533228;5136;78414;Mayen-Koblenz;Germany;1952-08-01
994;Kornelia;Rasch;kornelia.rasch@example.com;0665-4816422;1217;82300;Hersfeld-Rotenburg;Germany;1992-02-28
995;Jeannette;Stiefel;jeannette.stiefel@example.com;0670-4303085;5865;51410;Delmenhorst;Germany;1951-03-18
996;Georgios;Moog;georgios.moog@example.com;0497-0681513;9290;34114;Grafenwöhr;Germany;1993-10-08
997;Andree;Völkel;andree.volkel@example.com;0128-4511514;4901;81291;Rehau;Germany;1966-02-20
998;Annika;Stern;annika.stern@example.com;0358-9218754;7942;23851;Harzgerode;Germany;1988-04-27
999;Pierre;Kersting;pierre.kersting@example.com;0636-0316431;5419;55788;Ehrenfriedersdorf;Germany;1994-02-19
1000;Ilias;Unruh;ilias.unruh@example.com;0034-4318367;9801;78869;Weimar;Germany;1953-02-02
